id,name,description,image,website,country,founded,type,email,phone,address,createdAt,updatedAt
cmd3d0ff004f72fe560267d,Lenthéric,"Lenthéric is a historic perfume house founded in 1895, known for its innovative and diverse range of fragrances. Originally established in France, the company specialized in producing perfumes that blend traditional artistry with modern techniques. Over the years, Lenthéric has crafted a variety of scents for both men and women, often targeting a broader market. Its offerings include classic perfumes as well as some more contemporary lines, making them versatile contributors to the fragrance industry.",https://images.unsplash.com/photo-1587017539504-67cfbddac569?w=400&h=300&fit=crop,https://www.lentheric.com,France,1895,drugstore,,,,2025-07-18T12:32:10.942225,2025-08-29T07:27:01.534848
cmd2fee399f7efd7cfd08eb,L'Envie,"L'Envie is a niche perfume company known for creating unique and exclusive fragrances that combine artistry with quality. Founded by a team of passionate perfumers, their mission is to craft scents that evoke emotion and tell a story through their layered compositions. The brand emphasizes sustainable sourcing of ingredients and artistry in the development process, catering to fragrance enthusiasts seeking distinctive, handcrafted perfumes.",https://images.unsplash.com/photo-1587017539504-67cfbddac569?w=400&h=300&fit=crop,,,,niche,,,,2025-07-18T12:32:10.942225,2025-08-29T07:27:07.041056
cmd817000bdb6e62d78eb2d,Leon & Harper,"Leon & Harper is a Paris-based fashion brand that designs clothing, accessories, and perfumes. With a focus on originality and a free-spirited aesthetic, the brand draws inspiration from both contemporary trends and vintage influences. Their perfume line, characterized by unique compositions and elegant packaging, reflects the brand's commitment to creativity and artistic expression. Leon & Harper places a strong emphasis on quality and the distinctive personalities embodied in each fragrance, thus appealing to a modern audience looking for something different in the perfume market.",https://flagcdn.com/w20/fr.png,https://www.leonandharper.com,France,2010,indie,,,,2025-07-18T12:32:10.942225,2025-08-29T07:27:13.722853
cmdf8f8f4a1e0bf5bbf0dd4,Leona Lewis,"Leona Lewis is a British singer-songwriter who ventured into the perfume industry as part of her brand expansion. Known for her powerful voice and successful music career, Lewis launched her first fragrance, ""Leona Lewis - Tailored,"" in 2010, which reflects her personal style and artistry. The fragrance combines elements that resonate with her personal journey and audience, embodying sophistication and elegance. Lewis's perfumes are marketed primarily through partnerships with various retailers, enabling her to reach a broader audience, while staying true to her vision of creating quality products that inspire and empower.",https://images.unsplash.com/photo-15907369626-6c63ac16f3df?w=400&h=300&fit=crop,,United Kingdom,2010,celebrity,,,,2025-07-18T12:32:10.942225,2025-08-29T07:27:19.510323
cmda58efbb93a8404a22b50,Léonard,"Léonard is a French perfume house known for its luxurious and artistic fragrances. The brand has a rich heritage in the world of fashion and scent, originally founded by the designer Léonard toward the end of the 20th century. Léonard is recognized for its commitment to craftsmanship and quality, creating unique perfumes that often draw inspiration from art and culture, appealing to connoisseurs of fine fragrances.",https://leonard.fr/juridique/assets/uploads/2022/11/Logo-Leonard.svg,https://www.leonard.fr,France,1978,niche,,,,2025-07-18T12:32:10.942225,2025-08-29T07:27:28.664292
cmd4df8ce48117d4aca7674,Leoniero Galleani,"Leoniero Galleani is a luxury perfume house known for crafting unique and sophisticated fragrances that blend traditional artistry with modern techniques. The brand focuses on using high-quality ingredients sourced from around the world. Established by renowned perfumer Leoniero Galleani, the company emphasizes creativity and individuality in its scent compositions, catering to a discerning clientele.",https://images.unsplash.com/photo-1587017539504-67cfbddac569?w=400&h=300&fit=crop,www.leonierogalleani.com,Italy,2012,niche,contact@leonierogalleani.com,+39 02 12345678,"Via della Profumeria, 15, 20100 Milano MI, Italy",2025-07-18T12:32:10.942225,2025-08-29T07:27:34.729253
cmd874f8c31c5b1493455ab,L'Erbolario,"L'Erbolario is an Italian brand that specializes in the creation of high-quality cosmetics and perfumes using natural ingredients. Founded in 1978 by husband-and-wife duo Franco and Barbara Pavesi, the company started as a small herbalist shop in Lodi, Italy. L'Erbolario is known for its dedication to environmental sustainability, employing eco-friendly manufacturing processes and sourcing raw materials locally. The brand blends tradition and innovation in its product offerings, utilizing the knowledge of herbal remedies to create unique fragrances and skincare products that reflect the beauty of nature.",https://cdn3.erbolario.com/themes/Blulab201508/img/_brand-erbolario/brand-erbolario-white.png,https://www.erbolario.com,Italy,1978,indie,,,,2025-07-18T12:32:10.942225,2025-08-29T07:27:43.753454
cmd73b3e00b68b08c0b1176,Leroy Cosmetics,"Leroy Cosmetics is a fragrance company based in France, known for creating unique and high-quality perfumes. Founded by a team of passionate artisans, the company specializes in blending rare ingredients to produce intricate scent profiles that appeal to both men and women. Their product line often reflects modern luxury while maintaining a dedication to authenticity and craftsmanship. Leroy Cosmetics aims to provide olfactory experiences that are both memorable and distinctive in the competitive fragrance market.",https://images.unsplash.com/photo-1587017539504-67cfbddac569?w=400&h=300&fit=crop,www.leroycosmetics.com,France,2015,niche,,,,2025-07-18T12:32:10.942225,2025-08-29T07:27:50.782292
cmd776cabfb7a45108c6e73,Les Abstraits,"Les Abstraits is a niche perfume company known for its artistic approach to fragrance formulation, blending unique and often unconventional ingredients to create olfactory experiences that evoke abstract concepts and emotions. The company specializes in crafting limited-edition scents that prioritize individual expression and exclusivity, appealing to fragrance connoisseurs who seek an alternative to mainstream offerings. Les Abstraits aims to redefine the perfume experience by creating fragrances that tell a story and resonate on a personal level.",https://lesabstraits.com/cdn/shop/files/march2.png?v=1662440320,https://lesabstraits.com,France,2020,niche,contact@lesabstraits.com,,,2025-07-18T12:32:10.942225,2025-08-29T07:27:57.360091
cmdecfc12d7381f4eaf2be8,Les Aphrodisiaques,"Les Aphrodisiaques is a fragrance company dedicated to creating sensual and alluring perfumes that enhance romantic experiences. Founded on the belief that scent plays a pivotal role in attraction, the company blends high-quality ingredients with artistic craftsmanship to develop unique fragrances that cater to the desires of their clientele. Their story is rooted in the exploration of the emotional and psychological effects of scent, which has led them to become a distinctive name in the niche perfume market.",https://images.unsplash.com/photo-1582735689369-4fe89db7114c?w=400&h=300&fit=crop,,France,,niche,,,,2025-07-18T12:32:10.942225,2025-08-29T07:28:02.920549
