id,name,description,image,website,country,founded,type,email,phone,address,createdAt,updatedAt
cmd990625d1610093f386a4,Crabtree & Evelyn,"Crabtree & Evelyn is a global fragrance and skincare brand that specializes in crafting luxurious products inspired by nature. Founded in 1972, the company initially started as a small retailer of English soaps and botanical beauty products, emphasizing the use of natural ingredients. Over the years, Crabtree & Evelyn has expanded its offerings to include a wide range of body lotions, home fragrances, and scented gifts, all reflecting a commitment to quality, creativity, and sustainability. The brand is known for its elegant packaging and classic scents that evoke a sense of nostalgia and heritage, combining traditional craftsmanship with contemporary trends.",https://www.crabtree-evelyn.com/cdn/shop/files/Wk9-hp-dt_23773bfd-ea6b-43b3-8c75-ac961a656de5_2000x.jpg?v=1645611777,https://www.crabtree-evelyn.com,United States,1972,niche,,,,2025-07-18T12:32:10.942225,2025-08-28T13:12:13.085161
cmd28d6ab75940e18074766,Cradle Holdings,"Cradle Holdings is a perfume company that specializes in creating high-quality, unique fragrances. Established with a passion for perfumery, they focus on blending innovative scent combinations while incorporating luxurious and sustainable ingredients. The company has a commitment to artistry and craftsmanship, aiming to tell a story through each fragrance they produce. Over the years, Cradle Holdings has developed a reputation for their distinct olfactory palettes, appealing to discerning customers who appreciate niche fragrances.",https://images.unsplash.com/photo-1582735689369-4fe89db7114c?w=400&h=300&fit=crop,www.cradleholdings.com,United States,2015,niche,contact@cradleholdings.com,,,2025-07-18T12:32:10.942225,2025-08-28T13:12:19.345406
cmd541ef0de74df96d0415a,Crane,"Crane is a boutique perfume company known for its artisanal approach to fragrance creation. Established by a passionate team, the brand focuses on crafting high-quality, unique scents that draw inspiration from a variety of cultural influences and natural elements. Their commitment to sustainability and the use of natural ingredients sets them apart in the competitive perfume industry. The company often collaborates with local artisans to create custom packaging and limited-edition offerings, providing a personalized touch to their fragrance lineup.",https://images.unsplash.com/photo-1582735689369-4fe89db7114c?w=400&h=300&fit=crop,https://www.craneparfums.com,United States,2017,niche,info@craneparfums.com,,"1234 Scent St, Aroma City, CA 90210, United States",2025-07-18T12:32:10.942225,2025-08-28T13:12:25.693882
cmdf3f0c5bb8933b88fe3ce,Crazylibellule & The Poppies,"Crazylibellule & The Poppies is a French niche perfume company founded in 2005. The brand focuses on creating whimsical and artistic fragrances that embody a playful spirit and a bohemian lifestyle. Their products are characterized by unique and eclectic designs, often utilizing a storytelling approach that invites customers to explore the emotions and inspirations behind each scent. Crazylibellule & The Poppies emphasizes the use of high-quality ingredients and artisanal craftsmanship, making them a notable name in the niche perfume sector.",https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400&h=300&fit=crop,https://www.crazylibellule.com,France,2005,niche,,,,2025-07-18T12:32:10.942225,2025-08-28T13:12:33.375149
cmd2ff82baa377c972f619c,Createur 5 D’Emotions,"Createur 5 D’Emotions specializes in crafting unique and personalized fragrances that evoke emotions and memories. Founded by a passionate artisan perfumer, the company emphasizes the artistry of perfume-making, blending traditional techniques with innovative inspirations drawn from nature and individual experiences. Their offerings aim to connect the wearer to their inner feelings through scent, promoting a deep sensory experience with each fragrance.",https://images.unsplash.com/photo-1587017539504-67cfbddac569?w=400&h=300&fit=crop,https://www.createur5demotions.com,France,2017,niche,contact@createur5demotions.com,,,2025-07-18T12:32:10.942225,2025-08-28T13:12:39.725605
cmd85db5ca2da38cb6977a3,Créateurs Cosmétiques,"Créateurs Cosmétiques is a French perfume company that specializes in creating unique and artisanal fragrances. Founded by a group of talented perfumers, the company aims to blend creativity with high-quality ingredients to craft scents that evoke emotions and memories. Their focus is on promoting niche and sophisticated perfumes that cater to a discerning clientele, making every product a work of art in its own right.",https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400&h=300&fit=crop,https://www.createurscosmetiques.com,France,2003,niche,,,,2025-07-18T12:32:10.942225,2025-08-28T13:12:45.585045
cmd89d2b15dd4e1f583d135,Creation Lamis,"Creation Lamis is a fragrance house known for creating high-quality perfumes that cater to a diverse audience. Established with a passion for blending traditional perfume-making techniques with contemporary design, the company specializes in producing a wide range of scents for both men and women. Their portfolio includes a variety of fragrances that emphasize creativity and originality at competitive prices. The company has gained recognition in the market for its ability to deliver elegant and long-lasting perfumes, appealing to both everyday consumers and fragrance enthusiasts.",https://images.unsplash.com/photo-1582735689369-4fe89db7114c?w=400&h=300&fit=crop,https://www.creationlamis.com,France,2003,indie,,,,2025-07-18T12:32:10.942225,2025-08-28T13:12:52.353962
cmd6753718fad7bc992cae9,Creation Mathias,"Creation Mathias is an independent perfume company known for its artisanal and personalized fragrance creations. The company prides itself on blending high-quality ingredients to craft unique scents that reflect individuality and artistic expression. Founded by a passionate perfumer, Creation Mathias aims to challenge conventional fragrance norms and emphasizes sustainable practices within its production processes. Their specialty lies in creating bespoke perfumes and limited-edition collections, attracting a clientele that values exclusivity and craftsmanship.",https://images.unsplash.com/photo-1582735689369-4fe89db7114c?w=400&h=300&fit=crop,https://creationmathias.com,France,2020,indie,contact@creationmathias.com,,"15 Rue des Fragrances, Grasse, France",2025-07-18T12:32:10.942225,2025-08-28T13:12:58.994312
cmde5ada014e4297fc5764a,Creations Aromatiques,"Creations Aromatiques is a niche perfume company known for its unique and artisanal fragrance creations. The company emphasizes high-quality ingredients blended to create distinctive scent profiles that cater to a sophisticated clientele. Their story begins with a passion for olfactory artistry, combining traditional perfume-making techniques with innovative approaches to fragrance design.",https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400&h=300&fit=crop,http://www.creationsaromatiques.com,United States,1993,niche,,,,2025-07-18T12:32:10.942225,2025-08-28T13:13:05.203067
cmd1fa08577faaaee6d258f,Creative Brands,"Creative Brands is a company specialized in the development and marketing of personal fragrances and body care products. Founded with the ambition to innovate within the perfume industry, Creative Brands focuses on creating unique scents that appeal to a broad range of consumers. The company prides itself on using high-quality ingredients and collaborating with renowned perfumers to craft fragrances that reflect current trends and consumer preferences. Over the years, Creative Brands has established a reputation for its creative approach and commitment to sustainability in sourcing and production practices.",https://images.unsplash.com/photo-1582735689369-4fe89db7114c?w=400&h=300&fit=crop,www.creativebrandsofficial.com,United States,2002,indie,contact@creativebrandsofficial.com,,,2025-07-18T12:32:10.942225,2025-08-28T13:13:11.686442
