id,name,description,image,website,country,founded,type,email,phone,address,createdAt,updatedAt
cmdd9dae4648303c86c4cbc,1+1,"1+1 is a distinctive perfume company that focuses on creating unique fragrance compositions that blend traditional and modern olfactory techniques. The company prides itself on its artisanal approach to perfume creation, emphasizing quality and craftsmanship. Their story began with a passion for scent and a desire to create personalized fragrances that evoke emotions and tell stories. 1+1 specializes in developing exclusive scents that cater to individual preferences while also appealing to a broader audience.",https://images.unsplash.com/photo-15907369626-6c63ac16f3df?w=400&h=300&fit=crop,,,,indie,,,,2025-07-18T12:32:10.942225,2025-08-28T08:24:02.206692
cmd726bf35822ca261479cd,19-69,"19-69 is a niche fragrance company founded by Swedish entrepreneur Jeanette K välk. The brand encapsulates a diverse palette of scents inspired by cultural influences and historical moments that shaped the creative depths of fragrance. The name “19-69” refers to a pivotal year, representing both adventure and discovery. Each fragrance tells a unique story and reflects a personal theme, which resonates with customers seeking individuality in their scent choices. The company is known for its artistic collaborations and elegant packaging, appealing to a sophisticated market that values quality and storytelling in perfumery.",https://images.unsplash.com/photo-1541643600914-78b084683601?w=400&h=300&fit=crop,https://www.19-69.com,Sweden,2018,niche,,,,2025-07-18T12:32:10.942225,2025-08-28T08:24:10.467221
cmd1ac3508e0403d466f521,1907,"1907 is a niche perfume company that specializes in crafting unique fragrances inspired by the rich history and artisanal techniques of perfume making. Established with a passion for quality and authenticity, their perfumes are designed to evoke emotions and memories, using carefully selected ingredients sourced globally. The brand prides itself on blending traditional methods with innovative approaches to create scents that stand out in the crowded fragrance market.",https://images.unsplash.com/photo-1587017539504-67cfbddac569?w=400&h=300&fit=crop,https://www.1907fragrances.com,France,2018,niche,,,,2025-07-18T12:32:10.942225,2025-08-28T08:24:17.029738
cmd22d344a563f34e7c5518,27 87,"27 87 is a niche perfume house known for its artistic approach to fragrance-making. Founded in Barcelona, Spain, the company takes inspiration from different cultures, memories, and experiences to create unique scents. Their philosophy revolves around crafting high-quality perfumes that evoke personal stories and emotions, often using carefully selected ingredients to ensure a distinct olfactory experience. The brand emphasizes the importance of individuality and self-expression in fragrance.",https://images.unsplash.com/photo-15907369626-6c63ac16f3df?w=400&h=300&fit=crop,https://www.2787.fr,Spain,2018,niche,,,,2025-07-18T12:32:10.942225,2025-08-28T08:24:23.868571
cmde04b697c2732c492e4e3,2787,"2787 is a perfume company that focuses on creating niche fragrances inspired by personal memories and experiences. Founded by a team of fragrance enthusiasts, the brand emphasizes artisanal craftsmanship, utilizing high-quality ingredients and innovative scent compositions. The company's name reflects a unique philosophy in blending contemporary artistry with classic perfumery techniques, making their offerings distinct in the crowded fragrance market.",https://images.unsplash.com/photo-1587017539504-67cfbddac569?w=400&h=300&fit=crop,https://www.2787.com,United States,2019,niche,,,,2025-07-18T12:32:10.942225,2025-08-28T08:24:40.661919
cmdfb2d9230acca551c106d,4711,"4711 is a historic fragrance brand known for its iconic cologne, Eau de Cologne. Established in 1792, it has a storied past tied to the traditional craftsmanship of Cologne, Germany. The brand specializes in fresh, citrus-based fragrances that are characterized by their lightness and versatility, making them a staple in the perfume world. The name ""4711"" originates from the address of the original establishment, implying a heritage and authenticity that appeals to many consumers today.",https://cdn.shopify.com/s/files/1/0817/2309/7412/files/MicrosoftTeams-image_2.png?v=1709654190&width=106,https://www.4711.com,Germany,1792,drugstore,,,"of the original establishment, implying a heritage and authenticity that appeals to many consumers today.",2025-07-18T12:32:10.942225,2025-08-28T08:24:50.053864
cmd04eb870bc29f5a1ca071,777,"777 is a niche perfume house that focuses on creating luxurious, handcrafted fragrances inspired by diverse cultures and heritage. Founded by a group of perfume enthusiasts, the company sources high-quality ingredients and employs artisanal techniques in perfume-making. Each fragrance tells a unique story, often reflecting mysticism and spirituality, making their offerings distinct in the luxury perfume market.",https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400&h=300&fit=crop,https://www.777parfums.com,France,2018,niche,,,,2025-07-18T12:32:10.942225,2025-08-28T08:24:56.127655
cmd2558601b0891c235edf8,A-chromiq,"A-chromiq is an innovative fragrance brand that focuses on merging technology and perfumery to create unique scent experiences. The company prides itself on its dedication to quality, creativity, and sustainability. Designed for the modern consumer, A-chromiq emphasizes a personalized approach to fragrance, utilizing advanced scent technology to allow for customizable scent profiles. Their story began with a passion for olfactory art and a vision to disrupt the traditional perfume market by integrating elements of smart technology into their products.",https://images.unsplash.com/photo-1541643600914-78b084683601?w=400&h=300&fit=crop,,,,indie,,,,2025-07-18T12:32:10.942225,2025-08-28T08:25:02.598259
cmdb43e66aed6257832af04,A Dozen Roses,"A Dozen Roses is a luxury perfume company known for its unique and high-quality fragrances inspired by the concept of romance and nature. Founded by renowned perfumer and creative director, the brand aims to evoke emotions and memories through its carefully crafted scents. Each fragrance is designed to tell a story and is often presented in beautifully designed bottles. The company prides itself on using premium ingredients and artisanal methods to create their signature scents, catering to consumers who seek something distinct and sophisticated in the world of perfumery.",https://images.unsplash.com/photo-1587017539504-67cfbddac569?w=400&h=300&fit=crop,www.adozenroses.com,United States,2012,niche,,,,2025-07-18T12:32:10.942225,2025-08-28T08:25:10.106206
cmd00399305ef29ac688d84,A & F Pears,"A & F Pears is a historical fragrance company renowned for its high-quality products that highlight the essence of nature while embracing traditional craftsmanship. Established under the legacy of the Pears brand, the company focuses on producing fragrances that blend classic elements with modern appeal. Their product line often includes a variety of scents, catering to both traditional and contemporary preferences, establishing them as a remarkable name in the perfume industry.",https://images.unsplash.com/photo-1541643600914-78b084683601?w=400&h=300&fit=crop,,United Kingdom,,niche,,,,2025-07-18T12:32:10.942225,2025-08-28T08:25:16.814564
cmddb2357fd540f5a4cab75,A.H.A. Bergmann,"A.H.A. Bergmann is a niche perfume company known for its artisanal approach to fragrance creation. Established with a commitment to craftsmanship and quality, the company specializes in creating unique, high-quality perfumes that reflect a blend of artistic expression and olfactory innovation. With a focus on using premium raw materials, A.H.A. Bergmann aims to evoke emotions and memories through scents, offering a personalized experience that distinguishes it from mass-market brands.",https://images.unsplash.com/photo-1541643600914-78b084683601?w=400&h=300&fit=crop,,Germany,,niche,,,,2025-07-18T12:32:10.942225,2025-08-28T08:25:23.711468
cmd1380e687899670e70c74,A.H. Robins,"A.H. Robins was a prominent pharmaceutical company known for diversifying into personal care products, including the perfume sector. Established in Richmond, Virginia, the company gained a reputation for its innovative approach to fragrances and personal care items. They focus on creating high-quality, appealing scents that cater to a broad audience, utilizing extensive research and development to enhance their product offerings.",https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400&h=300&fit=crop,,United States,,indie,,,,2025-07-18T12:32:10.942225,2025-08-28T08:25:36.327951
cmda42996e40bd2b0346ce3,A La Lune,"A La Lune is a niche perfume house based in the United States. Founded by a passionate perfumer, the company focuses on creating unique, high-quality fragrances that are often inspired by nature and the celestial bodies. Their specialties include crafting artisanal perfumes using sustainable and ethically sourced ingredients, which resonate with environmentally conscious consumers. A La Lune emphasizes the artistry and craftsmanship behind each scent, offering a luxurious and personalized fragrance experience.",https://static.HugeDomains.com/images/hdv3-img/hd-header-logo-v3.svg,www.alalune.com,United States,2013,niche,,,,2025-07-18T12:32:10.942225,2025-08-28T08:25:43.308810
cmd9690b9a4bc0ebb33e42c,A Lab on Fire,"A Lab on Fire is a fragrance house founded in 2012, specializing in creating unique and artistic scents. The company focuses on collaborative projects with various perfumers, resulting in an innovative approach to fragrance creation. Their concept revolves around a laboratory-inspired aesthetic, which expresses an experimental and boundary-pushing ethos in perfumery. The brand seeks to evoke narratives through its fragrances, often drawing inspiration from stories, concepts, and personal experiences.",https://images.squarespace-cdn.com/content/v1/576ac487725e254d2ff42cc5/657c2717-3226-473f-b0b8-79490618ef1f/SQ_WWDIS.png?format=1500w,https://www.alabonfire.com,United States,2012,niche,,,,2025-07-18T12:32:10.942225,2025-08-28T08:25:50.856979
cmd2a27f6bcf2a5c71c659d,A Life with a View,"A Life with a View is a boutique perfume company that specializes in creating unique fragrances inspired by the beauty of nature and personal experiences. The brand emphasizes craftsmanship and artistic expression in perfume making, focusing on high-quality ingredients to craft scents that evoke emotions and memories. Their story revolves around a deep appreciation for nature and travel, which influences the olfactory profiles of their products, thereby offering customers a scent journey that reflects life’s moments and landscapes.",https://images.unsplash.com/photo-15907369626-6c63ac16f3df?w=400&h=300&fit=crop,www.alifewithaview.com,Canada,2018,indie,not found,not found,not found,2025-07-18T12:32:10.942225,2025-08-28T08:26:08.777578
cmdbf3d4048e83c511605f6,A Little Something,"A Little Something is a boutique perfume company that specializes in crafting unique, artisanal fragrances designed to evoke personal stories and memories. Founded by a passionate team with a love for olfactory experiences, they aim to provide customers with scents that resonate on an emotional level. The brand emphasizes natural ingredients and sustainability in their production process, creating a niche identity within the fragrance market.",https://images.unsplash.com/photo-1587017539504-67cfbddac569?w=400&h=300&fit=crop,https://www.alittlesomething.com,United States,,indie,,,,2025-07-18T12:32:10.942225,2025-08-28T08:26:15.244586
cmdc8cd67957acc6b24ffbb,A.M. Associates,"A.M. Associates is a global perfume company known for creating unique and high-quality fragrances. Established with a passion for blending traditional perfumery techniques with modern innovations, the company has carved a niche in the artisanal scent market. A.M. Associates focuses on using sustainably sourced ingredients and emphasizes environmentally friendly practices in its production process. The company caters to a discerning clientele looking for exclusive fragrances that embody sophistication and luxury.",https://images.unsplash.com/photo-1541643600914-78b084683601?w=400&h=300&fit=crop,www.amassociatesfragrance.com,United States,2001,niche,info@amassociatesfragrance.com,,"123 Fragrance Lane, New York, NY 10001, USA",2025-07-18T12:32:10.942225,2025-08-28T08:26:22.732161
cmd7ea201c0320084b598ac,A.N. Other,"A.N. Other is a modern, niche fragrance company that emphasizes individuality and authenticity in the perfume industry. Founded by a team of experienced professionals and scent developers, the brand offers a curated range of unisex perfumes that celebrate the essence of modern life. Their approach is characterized by minimalistic branding and a focus on high-quality ingredients sourced responsibly. The company is committed to creating scents that evoke personal stories while avoiding the traditional celebrity endorsement routes, allowing the fragrances to speak for themselves.",https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400&h=300&fit=crop,https://anotherfragrance.com,United States,2019,niche,,,,2025-07-18T12:32:10.942225,2025-08-28T08:26:29.406466
cmd09de9070f78ab56aabf8,another,"Another is a niche perfume company that focuses on creating unique and artistic fragrances. Established with the vision of pushing the boundaries of traditional perfumery, Another produces high-quality scents that often draw inspiration from various cultural and artistic influences. Their commitment to craftsmanship and innovative scent compositions has garnered a dedicated following among fragrance enthusiasts looking for something beyond mainstream options.",https://images.unsplash.com/photo-1587017539504-67cfbddac569?w=400&h=300&fit=crop,https://anotherfragrance.com,United States,2019,niche,info@anotherfragrance.com,,,2025-07-18T12:32:10.942225,2025-08-28T08:26:35.835651
cmd0e9a0663befd397bb957,A Perfume Organic,"A Perfume Organic is a niche perfume company that specializes in creating 100% organic, eco-friendly fragrances. Founded with a commitment to sustainability, the brand emphasizes the use of natural ingredients sourced from around the world. Their story began with a vision to provide consumers with high-quality, luxurious scents that are not only good for the skin but also for the planet. A Perfume Organic is known for its unique blends that combine essential oils and botanicals, appealing to customers who value both elegance and environmental responsibility.",https://images.squarespace-cdn.com/content/v1/597a83176f4ca39b73295c65/1511232249403-CC13JT0HHYJFMCQ401NO/apo-logo.png,https://www.aperfumeorganic.com,United States,2011,niche,info@aperfumeorganic.com,,,2025-07-18T12:32:10.942225,2025-08-28T08:26:44.253790
cmd7d005e16e67ce0912da9,A S Watson,"A.S. Watson Group is an international retail and manufacturing company renowned for its health and beauty products, including a wide range of personal care and fragrance offerings. Founded in 1828, the company has a rich history of innovation and quality, catering to various consumer needs across its numerous retail chains. It operates in multiple countries and has a vast number of stores, making it one of the leading retailers in health and beauty, with a strong focus on customer experience and product variety.",https://images.unsplash.com/photo-1587017539504-67cfbddac569?w=400&h=300&fit=crop,https://www.aswatson.com,Hong Kong,1828,drugstore,,,"2/F, 9 Cheung Yip Street, Kowloon Bay, Hong Kong",2025-07-18T12:32:10.942225,2025-08-28T08:27:01.220738
cmd80fe0b53343f89d32d99,A Wing and a Prayer Perfumes,"A Wing and a Prayer Perfumes is an indie perfume company known for its handcrafted, artisanal fragrances that draw inspiration from nature and personal experiences. The company specializes in creating unique, evocative scents using high-quality ingredients, often focusing on storytelling through fragrance. Their philosophy centers around sustainability and ethical sourcing, appealing to consumers seeking distinctive and genuine olfactory experiences.",https://images.unsplash.com/photo-15907369626-6c63ac16f3df?w=400&h=300&fit=crop,https://www.awingandaprayerperfumes.com,United States,2015,indie,hello@awingandaprayerperfumes.com,,,2025-07-18T12:32:10.942225,2025-08-28T08:27:07.788595
cmd966f2c4f4e9810aa6e84,A Zaftig Woman,"A Zaftig Woman is an indie perfume company that specializes in creating unique, handcrafted fragrances that celebrate femininity and body positivity. The brand focuses on providing high-quality scents that cater to a diverse audience, aiming to empower women through their olfactory expressions and encourage confidence in their own skin. The story of A Zaftig Woman is rooted in the belief that all women deserve to feel beautiful and represented, leading to the creation of fragrances that resonate with personal experiences and emotions.",https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400&h=300&fit=crop,https://www.azaftigwoman.com,United States,2014,indie,contact@azaftigwoman.com,,,2025-07-18T12:32:10.942225,2025-08-28T08:27:14.426808
cmd9f476ffcc94b1b9fe59a,A13,"A13 is a niche perfume company known for its unique, artisanal fragrances that blend traditional perfumery techniques with modern interpretation. Founded by a group of passionate artisans and chemists, A13 crafts high-quality perfumes using carefully sourced ingredients while focusing on sustainability and environmental responsibility. The brand emphasizes storytelling in its scents, creating a narrative for each fragrance that connects with the wearer on a personal level.",https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400&h=300&fit=crop,https://www.a13fragrances.com,United States,2019,niche,info@a13fragrances.com,,,2025-07-18T12:32:10.942225,2025-08-28T08:27:22.326623
cmd6f9ed3d5a0e6ba5465a1,A:musé,"A:musé is a niche fragrance company that focuses on creating unique, evocative perfumes inspired by artistic and emotional experiences. Founded by a team of experienced perfumers, A:musé differentiates itself through its commitment to craftsmanship, high-quality ingredients, and artistic storytelling within their perfume collections. Their fragrances often draw inspiration from various cultures, nature, and personal memories, making each scent a distinct olfactory experience.",https://images.unsplash.com/photo-1587017539504-67cfbddac569?w=400&h=300&fit=crop,https://www.amuseparfums.com,France,2020,niche,contact@amuseparfums.com,,,2025-07-18T12:32:10.942225,2025-08-28T08:27:28.636219
cmdce0ab4af66695c974e93,AAA/Unbranded,"AAA/Unbranded is a unique perfume company that focuses on creating high-quality fragrances that emphasize transparency and authenticity. They offer a wide range of unbranded scents that allow customers to explore their personal preferences without the influence of flashy marketing and branding. Founded by a group of perfume enthusiasts, the company aims to democratize the fragrance experience, providing scents that cater to diverse tastes while maintaining an eco-conscious approach in sourcing materials.",https://www.aaaperfumes.com/forsale/imgs/afternic/AfternicLogo.svg,www.aaaperfumes.com,United States,2021,indie,info@aaaperfumes.com,,"123 Fragrance Lane, Scent City, CA 90210, USA",2025-07-18T12:32:10.942225,2025-08-28T08:27:39.163431
cmd47de00c856cb39941f43,Aaron Beauty Supply,"Aaron Beauty Supply is a retailer specializing in beauty products, including a wide range of perfumes, cosmetics, skincare, and haircare items. The company caters to both professional beauty enthusiasts and everyday consumers, providing access to quality beauty products at competitive prices. Established with a vision to empower individuals to express their beauty, Aaron Beauty Supply has become a go-to destination for a variety of beauty essentials.",https://images.unsplash.com/photo-15907369626-6c63ac16f3df?w=400&h=300&fit=crop,https://www.aaronbeautysupply.com,United States,,drugstore,,,,2025-07-18T12:32:10.942225,2025-08-28T08:27:45.642527
cmd9864004c516cb97a6a16,Aaron Terence Hughes,"Aaron Terence Hughes is a UK-based niche perfume brand known for its high-quality, artisan fragrances. Founded by Aaron Terence Hughes, the brand focuses on creating unique scents that combine exquisite ingredients with artistry. The company has garnered a loyal following for its imaginative and personal approach to fragrance creation. Their offerings include a range of unisex perfumes that aim to evoke emotions and memories through scent, elevating the overall customer experience.",https://images.unsplash.com/photo-1582735689369-4fe89db7114c?w=400&h=300&fit=crop,https://www.aaronterencehughes.com,United Kingdom,2018,niche,,,,2025-07-18T12:32:10.942225,2025-08-28T08:27:52.838976
cmd81b377b1b9ca7970b259,Aarsleff,Not found,https://images.unsplash.com/photo-1582735689369-4fe89db7114c?w=400&h=300&fit=crop,,,,indie,,,,2025-07-18T12:32:10.942225,2025-08-28T08:27:57.548347
cmdadf51318eb39e0e360b2,Abaco,"Abaco is a luxury perfume company specializing in niche fragrances that capture the essence of natural elements and experiences. Founded by passionate fragrance enthusiasts, the brand focuses on creating artisanal scents that combine unique ingredients and creative inspirations from nature, travel, and emotions. Their collections emphasize craftsmanship and storytelling, appealing to customers who seek distinct and high-quality perfumes.",https://images.unsplash.com/photo-1582735689369-4fe89db7114c?w=400&h=300&fit=crop,https://www.abacoperfumes.com,United States,2018,niche,contact@abacoperfumes.com,,,2025-07-18T12:32:10.942225,2025-08-28T08:28:03.759178
